startup_name,industry,funding,founder_experience,employees,location,age,revenue,success
Startup_29412,AI,NaN,16.0,,,9.0,,1
Startup_29413,CleanTech,NaN,,,India,,616866.0,1
Startup_29414,Fintech,1187912,,,Canada,3.0,,1
Startup_29415,Ecommerce,1548134,18.0,318.0,India,,734321.0,1
Startup_29416,Fintech,abc,17.0,,UK,,,1
Startup_29417,Ecommerce,,,383.0,Germany,,,1
Startup_29418,Edtech,1973186,4.0,232.0,Germany,,878584.0,1
Startup_29419,AI,1464702,4.0,258.0,Canada,6.0,,0
Startup_29420,CleanTech,1587774,,19.0,UK,,,0
Startup_29421,CleanTech,,,16.0,Germany,,512725.0,0
Startup_29422,Ecommerce,1199624,,,,,,1
Startup_29423,Health,NaN,3.0,412.0,UK,,,0
Startup_29424,AI,NaN,12.0,,Germany,7.0,845148.0,0
Startup_29425,Fintech,688060,16.0,,India,2.0,188925.0,0
Startup_29426,Edtech,,,47.0,Germany,12.0,,0
Startup_29427,Ecommerce,1578244,7.0,,UK,5.0,,0
Startup_29428,CleanTech,,,53.0,India,,877706.0,1
Startup_29429,AI,,8.0,,UK,,970535.0,1
Startup_29430,CleanTech,NaN,,208.0,Germany,3.0,585634.0,1
Startup_29431,Edtech,NaN,2.0,114.0,Canada,,61922.0,0
Startup_29432,Ecommerce,abc,8.0,,Canada,14.0,,1
Startup_29433,AI,NaN,17.0,252.0,Germany,10.0,779718.0,1
Startup_29434,Ecommerce,NaN,16.0,,Canada,,,0
Startup_29435,Fintech,abc,15.0,,UK,8.0,816716.0,1
Startup_29436,Fintech,NaN,4.0,423.0,UK,,,0
Startup_29437,Fintech,NaN,,,UK,3.0,,0
Startup_29438,AI,304176,6.0,,UK,,,1
Startup_29439,Health,NaN,15.0,60.0,Germany,2.0,,0
Startup_29440,Health,abc,,,India,7.0,34765.0,0
Startup_29441,Health,,16.0,10.0,UK,13.0,,0
Startup_29442,Fintech,630128,,190.0,UK,4.0,,0
Startup_29443,Fintech,,,,India,13.0,112157.0,1
Startup_29444,Health,NaN,,,Germany,,,0
Startup_29445,Health,abc,,,USA,,674263.0,1
Startup_29446,AI,abc,18.0,348.0,Canada,14.0,939183.0,0
Startup_29447,AI,1467147,11.0,385.0,India,,,0
Startup_29448,AI,NaN,19.0,,USA,1.0,,1
Startup_29449,Fintech,,19.0,,Canada,10.0,,0
Startup_29450,Fintech,710005,,434.0,USA,,934239.0,1
Startup_29451,Ecommerce,NaN,15.0,404.0,,5.0,767908.0,1
Startup_29452,Health,,19.0,463.0,,,,1
Startup_29453,AI,NaN,8.0,,UK,,,0
Startup_29454,Ecommerce,abc,,204.0,,,,1
Startup_29455,AI,abc,13.0,143.0,Germany,11.0,512663.0,1
Startup_29456,Ecommerce,abc,,,Canada,13.0,,1
Startup_29457,AI,NaN,,,Germany,,,0
Startup_29458,Fintech,,,,Canada,,,1
Startup_29459,Fintech,,,,,3.0,,1
Startup_29460,Ecommerce,851702,16.0,189.0,Canada,7.0,801841.0,0
Startup_29461,Ecommerce,abc,16.0,347.0,UK,,,1
Startup_29462,Health,NaN,,,India,,347954.0,1
Startup_29463,Ecommerce,1501511,,164.0,USA,,,1
Startup_29464,Health,880669,,,UK,10.0,673173.0,0
Startup_29465,Ecommerce,1521712,9.0,292.0,USA,6.0,703992.0,1
Startup_29466,AI,625403,,424.0,India,,,0
Startup_29467,Edtech,,,,UK,12.0,457705.0,0
Startup_29468,AI,,15.0,,India,5.0,939093.0,0
Startup_29469,Fintech,,,,,,,0
Startup_29470,CleanTech,,,,India,,461338.0,0
Startup_29471,Edtech,365812,11.0,75.0,,,,0
Startup_29472,AI,NaN,14.0,,UK,,184047.0,0
Startup_29473,Fintech,1395718,4.0,138.0,Canada,6.0,317906.0,1
Startup_29474,Fintech,,,,,,,1
Startup_29475,AI,abc,,224.0,India,,,1
Startup_29476,Ecommerce,1284619,,412.0,India,,71871.0,1
Startup_29477,Ecommerce,,,66.0,,,481043.0,1
Startup_29478,Health,abc,13.0,370.0,UK,5.0,473106.0,0
Startup_29479,AI,abc,,407.0,,10.0,,0
Startup_29480,Edtech,,17.0,,Germany,11.0,,1
Startup_29481,CleanTech,abc,,,India,13.0,233078.0,1
Startup_29482,Fintech,abc,,,Canada,,648158.0,0
Startup_29483,Fintech,NaN,,86.0,UK,4.0,,1
Startup_29484,CleanTech,abc,16.0,271.0,Germany,11.0,266311.0,1
Startup_29485,CleanTech,,,,Canada,,,0
Startup_29486,Fintech,NaN,,10.0,USA,,87295.0,0
Startup_29487,Ecommerce,NaN,,,UK,2.0,,0
Startup_29488,Fintech,abc,4.0,320.0,India,13.0,58753.0,1
Startup_29489,Health,332500,6.0,,UK,3.0,,0
Startup_29490,CleanTech,,9.0,133.0,USA,9.0,881223.0,1
Startup_29491,Edtech,abc,,185.0,,,735577.0,0
Startup_29492,Health,abc,18.0,283.0,India,,559204.0,0
Startup_29493,Health,abc,,,,,,1
Startup_29494,Ecommerce,1425811,,,USA,14.0,882094.0,1
Startup_29495,Health,1893525,,222.0,UK,,,0
Startup_29496,Health,NaN,,444.0,USA,,,0
Startup_29497,Ecommerce,NaN,,,,,38990.0,0
Startup_29498,Edtech,abc,17.0,,USA,,,0
Startup_29499,CleanTech,abc,2.0,241.0,Germany,6.0,,1
Startup_29500,Fintech,abc,,27.0,UK,,,0
Startup_29501,Ecommerce,abc,,127.0,USA,,,0
Startup_29502,Ecommerce,NaN,,85.0,India,10.0,,1
Startup_29503,Fintech,,15.0,358.0,Canada,,530774.0,0
Startup_29504,Edtech,NaN,,,UK,14.0,,1
Startup_29505,Health,abc,,,Germany,2.0,154079.0,1
Startup_29506,Ecommerce,1039734,,,UK,10.0,460237.0,1
Startup_29507,Health,1248658,,109.0,Germany,8.0,160198.0,1
Startup_29508,AI,abc,,488.0,,4.0,,0
Startup_29509,Health,1823403,,,USA,,,0
Startup_29510,Edtech,276401,15.0,,,,315397.0,1
Startup_29511,Fintech,,16.0,212.0,USA,,,0
Startup_29512,Ecommerce,,7.0,48.0,,3.0,46078.0,0
Startup_29513,AI,,,478.0,USA,14.0,,0
Startup_29514,Health,,,,Germany,,569427.0,1
Startup_29515,Edtech,abc,,,UK,,,0
Startup_29516,AI,NaN,15.0,,UK,,801218.0,1
Startup_29517,Ecommerce,NaN,9.0,,Germany,,,0
Startup_29518,Edtech,NaN,14.0,179.0,India,,,0
Startup_29519,CleanTech,abc,,,USA,,164168.0,0
Startup_29520,Fintech,886910,,97.0,,,,1
Startup_29521,AI,1127419,,,India,4.0,,0
Startup_29522,CleanTech,1636674,7.0,,Canada,5.0,,1
Startup_29523,Fintech,345631,14.0,439.0,Canada,13.0,766404.0,1
Startup_29524,Ecommerce,,13.0,383.0,Canada,,738144.0,1
Startup_29525,Ecommerce,abc,,,,,525120.0,0
Startup_29526,AI,1361553,1.0,254.0,USA,8.0,,1
Startup_29527,AI,,1.0,,India,,38706.0,0
Startup_29528,Health,267697,,414.0,UK,6.0,,1
Startup_29529,CleanTech,,,411.0,,11.0,848681.0,1
Startup_29530,Edtech,NaN,2.0,107.0,India,4.0,817600.0,0
Startup_29531,Fintech,abc,1.0,131.0,Germany,1.0,498070.0,0
Startup_29532,AI,1557398,9.0,,Canada,,39343.0,0
Startup_29533,Edtech,,,196.0,USA,12.0,279031.0,1
Startup_29534,Edtech,NaN,,,Germany,,384452.0,0
Startup_29535,Edtech,NaN,19.0,394.0,Germany,5.0,96042.0,1
Startup_29536,CleanTech,,,150.0,,,,1
Startup_29537,Ecommerce,abc,,,Canada,,,0
Startup_29538,Ecommerce,NaN,3.0,34.0,India,3.0,,1
Startup_29539,AI,abc,,,Canada,5.0,337020.0,0
Startup_29540,Health,abc,,,Germany,,,1
Startup_29541,Ecommerce,1629699,,,USA,,306755.0,0
Startup_29542,Ecommerce,NaN,,419.0,,,,1
Startup_29543,Ecommerce,NaN,,87.0,USA,,891463.0,0
Startup_29544,Health,,18.0,,,,772875.0,1
Startup_29545,Health,923398,8.0,,Germany,,861278.0,0
Startup_29546,Fintech,abc,,,,12.0,,0
Startup_29547,Edtech,abc,19.0,223.0,India,2.0,261876.0,0
Startup_29548,AI,840744,2.0,,Germany,11.0,42109.0,1
Startup_29549,AI,abc,,,UK,,423112.0,1
Startup_29550,Fintech,NaN,19.0,,Germany,10.0,,1
Startup_29551,Fintech,,,,USA,5.0,642181.0,1
Startup_29552,Edtech,NaN,,120.0,Germany,,905796.0,1
Startup_29553,Edtech,abc,2.0,,Canada,9.0,241817.0,0
Startup_29554,Health,789364,9.0,,,7.0,744939.0,1
Startup_29555,Edtech,339855,8.0,,UK,,335919.0,0
Startup_29556,AI,348600,,140.0,India,,,1
Startup_29557,CleanTech,1594777,1.0,403.0,India,7.0,216329.0,1
Startup_29558,CleanTech,,19.0,135.0,Canada,,,0
Startup_29559,Health,NaN,1.0,,,14.0,997117.0,0
Startup_29560,Ecommerce,,10.0,,Canada,,,0
Startup_29561,CleanTech,1126464,,,UK,8.0,,1
Startup_29562,Health,abc,,,Canada,9.0,,0
Startup_29563,Ecommerce,,9.0,,USA,,157869.0,1
Startup_29564,Ecommerce,1744046,7.0,493.0,India,,,1
Startup_29565,Ecommerce,1868556,,,USA,,,1
Startup_29566,Fintech,,10.0,51.0,USA,5.0,864566.0,1
Startup_29567,Fintech,1614644,,,Germany,10.0,877468.0,1
Startup_29568,Health,72517,4.0,101.0,Germany,14.0,,1
Startup_29569,CleanTech,abc,12.0,101.0,India,,216219.0,0
Startup_29570,AI,797411,,,,7.0,,1
Startup_29571,Health,,,457.0,,7.0,,0
Startup_29572,Health,NaN,,471.0,,,,0
Startup_29573,Ecommerce,1090789,18.0,104.0,Germany,,711352.0,1
Startup_29574,Fintech,NaN,16.0,350.0,UK,,988799.0,1
Startup_29575,CleanTech,NaN,,488.0,Germany,,,0
Startup_29576,Ecommerce,785309,,,USA,,,0
Startup_29577,Ecommerce,,,320.0,,,529362.0,1
Startup_29578,AI,abc,,,UK,,,1
Startup_29579,Edtech,1439321,5.0,,,,,1
Startup_29580,Fintech,NaN,,229.0,USA,13.0,712033.0,0
Startup_29581,AI,,,,USA,,779599.0,0
Startup_29582,Ecommerce,abc,,,India,,,0
Startup_29583,Ecommerce,NaN,,,Germany,,,0
Startup_29584,Health,NaN,,54.0,Canada,9.0,,0
Startup_29585,Ecommerce,NaN,12.0,,Canada,2.0,870909.0,1
Startup_29586,Health,abc,4.0,229.0,India,,855851.0,0
Startup_29587,AI,370965,,,USA,,847560.0,0
Startup_29588,Edtech,1878743,,,UK,14.0,427747.0,1
Startup_29589,Fintech,1679348,,,UK,6.0,,1
Startup_29590,CleanTech,abc,,,Canada,3.0,269602.0,0
Startup_29591,Fintech,NaN,14.0,,,8.0,734620.0,0
Startup_29592,AI,,8.0,,,11.0,40310.0,1
Startup_29593,AI,NaN,5.0,,Germany,,768011.0,1
Startup_29594,Edtech,NaN,,211.0,,,413550.0,0
Startup_29595,Ecommerce,1385576,,,Germany,,685048.0,1
Startup_29596,Edtech,abc,3.0,,India,14.0,674694.0,1
Startup_29597,CleanTech,NaN,19.0,23.0,USA,,,0
Startup_29598,Health,,,235.0,USA,3.0,832251.0,0
Startup_29599,CleanTech,,5.0,429.0,India,,,0
Startup_29600,Ecommerce,abc,,,India,11.0,930329.0,1
Startup_29601,Edtech,,2.0,458.0,UK,,838196.0,1
Startup_29602,AI,abc,1.0,,USA,11.0,141038.0,0
Startup_29603,Fintech,abc,18.0,240.0,UK,14.0,,0
Startup_29604,AI,abc,17.0,24.0,UK,6.0,632818.0,0
Startup_29605,Fintech,848821,4.0,,Germany,14.0,181697.0,1
Startup_29606,CleanTech,abc,,,UK,,334121.0,0
Startup_29607,Fintech,,,,,2.0,285725.0,1
Startup_29608,Ecommerce,NaN,,,,14.0,660925.0,1
Startup_29609,Edtech,NaN,,124.0,USA,12.0,207673.0,1
Startup_29610,AI,,,,UK,9.0,287463.0,1
Startup_29611,Edtech,NaN,15.0,,Canada,,31365.0,0
Startup_29612,AI,1565351,,80.0,Canada,,,1
Startup_29613,Edtech,NaN,18.0,,UK,8.0,417988.0,0
Startup_29614,Edtech,1007192,,,USA,,834052.0,0
Startup_29615,Fintech,abc,,,UK,3.0,540919.0,1
Startup_29616,Ecommerce,,,447.0,Germany,8.0,958420.0,0
Startup_29617,AI,577396,5.0,79.0,USA,6.0,617668.0,1
Startup_29618,Health,209135,1.0,434.0,Canada,,,0
Startup_29619,Health,NaN,,,Germany,,657873.0,0
Startup_29620,Health,1019621,,490.0,USA,,,0
Startup_29621,Edtech,NaN,18.0,,Canada,,,1
Startup_29622,Edtech,,,448.0,USA,13.0,,1
Startup_29623,Fintech,abc,,156.0,USA,,,0
Startup_29624,Ecommerce,,,,Germany,13.0,488505.0,1
Startup_29625,Health,1181946,,84.0,,1.0,,0
Startup_29626,Ecommerce,,16.0,227.0,USA,,556420.0,0
Startup_29627,CleanTech,1672415,14.0,,India,,,1
Startup_29628,CleanTech,,3.0,,Germany,2.0,,0
Startup_29629,Edtech,NaN,13.0,273.0,Germany,9.0,749798.0,0
Startup_29630,Fintech,1950407,,,,7.0,150548.0,0
Startup_29631,Fintech,934719,,92.0,India,14.0,417188.0,0
Startup_29632,Ecommerce,,12.0,,India,,112320.0,1
Startup_29633,Fintech,abc,9.0,,USA,,,0
Startup_29634,Health,abc,,,Germany,,209836.0,0
Startup_29635,Fintech,973140,18.0,,Canada,,,1
Startup_29636,Edtech,,,318.0,,,,0
Startup_29637,Fintech,1011284,17.0,473.0,,,690549.0,1
Startup_29638,CleanTech,,,,USA,14.0,396782.0,1
Startup_29639,Ecommerce,136866,17.0,406.0,Germany,,,0
Startup_29640,Health,1821087,6.0,245.0,Germany,,,0
Startup_29641,AI,1085043,6.0,,UK,3.0,,0
Startup_29642,Ecommerce,abc,,371.0,UK,11.0,,0
Startup_29643,CleanTech,1912037,5.0,,Canada,,,1
Startup_29644,Health,1421657,,,,,,0
Startup_29645,Health,219220,17.0,132.0,Canada,3.0,,0
Startup_29646,CleanTech,abc,1.0,376.0,USA,,,0
Startup_29647,Ecommerce,,,5.0,USA,,,1
Startup_29648,Health,NaN,,112.0,Germany,,166129.0,0
Startup_29649,Ecommerce,NaN,,,,1.0,306134.0,0
Startup_29650,Health,,,468.0,India,5.0,,0
Startup_29651,Ecommerce,NaN,7.0,,India,,,1
Startup_29652,Edtech,,,455.0,,,412948.0,0
Startup_29653,CleanTech,NaN,4.0,,India,12.0,712900.0,0
Startup_29654,Fintech,,2.0,10.0,UK,,151474.0,1
Startup_29655,Edtech,1054906,,361.0,Canada,2.0,,1
Startup_29656,Health,NaN,,64.0,Germany,6.0,,1
Startup_29657,Health,abc,,154.0,,,316813.0,0
Startup_29658,Health,,,,USA,,,1
Startup_29659,Health,abc,7.0,441.0,Canada,12.0,560737.0,0
Startup_29660,Health,abc,19.0,,India,,,1
Startup_29661,Edtech,,16.0,,,,924845.0,1
Startup_29662,Ecommerce,1566517,2.0,,,,,0
Startup_29663,Ecommerce,,6.0,,Canada,1.0,379258.0,1
Startup_29664,CleanTech,NaN,,452.0,Canada,1.0,129758.0,0
Startup_29665,CleanTech,,,141.0,USA,,395600.0,0
Startup_29666,CleanTech,,11.0,148.0,UK,2.0,776846.0,0
Startup_29667,AI,abc,,,India,14.0,,1
Startup_29668,AI,,,,India,9.0,569872.0,1
Startup_29669,Edtech,abc,4.0,395.0,UK,,870040.0,0
Startup_29670,Health,NaN,12.0,468.0,India,8.0,542432.0,1
Startup_29671,Edtech,,5.0,42.0,India,1.0,,1
Startup_29672,AI,NaN,,,Germany,,,1
Startup_29673,AI,,4.0,,,6.0,787097.0,0
Startup_29674,Health,NaN,9.0,,,,463162.0,0
Startup_29675,AI,936076,,325.0,,14.0,,1
Startup_29676,AI,,1.0,177.0,Germany,7.0,,1
Startup_29677,CleanTech,1519168,,162.0,India,,,1
Startup_29678,Ecommerce,NaN,,362.0,USA,9.0,57211.0,0
Startup_29679,Ecommerce,abc,17.0,300.0,,,473693.0,0
Startup_29680,Health,,13.0,45.0,Germany,,453846.0,0
Startup_29681,Ecommerce,NaN,,471.0,UK,14.0,,0
Startup_29682,CleanTech,abc,,,UK,4.0,207952.0,0
Startup_29683,Health,849766,,452.0,,,,1
Startup_29684,Ecommerce,,,,Germany,11.0,920659.0,1
Startup_29685,Health,abc,14.0,,India,,,0
Startup_29686,Health,1644997,,,India,,949555.0,1
Startup_29687,Ecommerce,NaN,,,India,,153110.0,0
Startup_29688,Health,678008,,347.0,USA,7.0,,0
Startup_29689,Health,,,436.0,Canada,12.0,,1
Startup_29690,CleanTech,,,,,,627922.0,0
Startup_29691,AI,,,,USA,11.0,516111.0,0
Startup_29692,Edtech,abc,13.0,305.0,India,7.0,985903.0,0
Startup_29693,CleanTech,NaN,4.0,,UK,,,0
Startup_29694,CleanTech,710063,,,Canada,,,0
Startup_29695,Edtech,abc,1.0,,Germany,8.0,916982.0,0
Startup_29696,Health,1643280,,456.0,India,5.0,930203.0,1
Startup_29697,AI,,1.0,187.0,India,14.0,849454.0,0
Startup_29698,Fintech,,3.0,388.0,UK,,388494.0,0
Startup_29699,Edtech,1939151,8.0,47.0,India,,859814.0,1
Startup_29700,Health,abc,10.0,,Germany,,736947.0,1
Startup_29701,Edtech,182963,14.0,,Canada,,,0
Startup_29702,CleanTech,,,358.0,UK,11.0,52670.0,1
Startup_29703,CleanTech,,10.0,316.0,Germany,5.0,181955.0,0
Startup_29704,AI,NaN,19.0,27.0,UK,7.0,,1
Startup_29705,Edtech,1813923,3.0,,Germany,,702148.0,1
Startup_29706,CleanTech,1668540,13.0,,Germany,11.0,311665.0,1
Startup_29707,Edtech,abc,,311.0,UK,13.0,261289.0,0
Startup_29708,Health,NaN,17.0,,,5.0,20095.0,1
Startup_29709,Fintech,NaN,14.0,,Canada,,664706.0,1
Startup_29710,CleanTech,,7.0,,,,408664.0,0
Startup_29711,Edtech,653489,,467.0,USA,,,0
Startup_29712,Health,1772546,1.0,466.0,Canada,,515845.0,1
Startup_29713,AI,NaN,,333.0,,5.0,,0
Startup_29714,CleanTech,,11.0,393.0,India,,,1
Startup_29715,Ecommerce,abc,,,,6.0,,0
Startup_29716,Edtech,NaN,10.0,198.0,USA,,,1
Startup_29717,Edtech,abc,,,Canada,8.0,,0
Startup_29718,Health,,,38.0,Canada,,,0
Startup_29719,Ecommerce,abc,7.0,,,,,1
Startup_29720,Fintech,131992,,20.0,UK,,,0
Startup_29721,AI,NaN,,382.0,,14.0,,0
Startup_29722,Edtech,abc,13.0,134.0,India,13.0,405791.0,0
Startup_29723,AI,NaN,13.0,121.0,UK,13.0,266264.0,0
Startup_29724,AI,NaN,,,UK,6.0,616153.0,1
Startup_29725,CleanTech,NaN,,405.0,Germany,10.0,602616.0,0
Startup_29726,AI,,19.0,,Germany,1.0,530483.0,1
Startup_29727,Health,abc,19.0,,USA,,,0
Startup_29728,CleanTech,abc,,,India,12.0,,1
Startup_29729,AI,,4.0,,USA,,,1
Startup_29730,AI,1404624,,,UK,,,1
Startup_29731,Fintech,NaN,,,India,7.0,,1
Startup_29732,CleanTech,NaN,6.0,82.0,Germany,10.0,,0
Startup_29733,Edtech,,,238.0,Canada,,874895.0,1
Startup_29734,Ecommerce,NaN,4.0,225.0,Canada,,,1
Startup_29735,Fintech,NaN,8.0,,UK,,714211.0,0
Startup_29736,AI,,2.0,84.0,UK,8.0,,1
Startup_29737,AI,abc,,433.0,USA,9.0,,1
Startup_29738,CleanTech,1949103,13.0,,Germany,9.0,,0
Startup_29739,AI,NaN,4.0,,UK,14.0,,1
Startup_29740,Edtech,136176,1.0,291.0,India,14.0,,0
Startup_29741,Ecommerce,,9.0,433.0,India,,,0
Startup_29742,Health,NaN,,230.0,,11.0,630083.0,1
Startup_29743,Ecommerce,1776089,18.0,,USA,,,1
Startup_29744,Edtech,,2.0,205.0,,,733299.0,0
Startup_29745,AI,abc,,385.0,Germany,12.0,685916.0,1
Startup_29746,Health,,12.0,139.0,Canada,,528127.0,0
Startup_29747,Fintech,,13.0,,Germany,13.0,492346.0,0
Startup_29748,AI,NaN,,356.0,India,,771886.0,1
Startup_29749,Ecommerce,NaN,12.0,,USA,,,0
Startup_29750,Fintech,,2.0,440.0,Canada,4.0,,0
Startup_29751,AI,669311,,147.0,India,,531273.0,1
Startup_29752,AI,,,385.0,India,10.0,182574.0,1
Startup_29753,AI,,,,Canada,12.0,,1
Startup_29754,CleanTech,,16.0,,,,136164.0,0
Startup_29755,Edtech,abc,10.0,314.0,USA,,803103.0,1
Startup_29756,AI,,,,India,,,1
Startup_29757,Health,NaN,,,USA,2.0,,0
Startup_29758,AI,abc,,,Canada,,,1
Startup_29759,AI,NaN,,263.0,,,943647.0,1
Startup_29760,CleanTech,,6.0,,UK,3.0,,1
Startup_29761,Edtech,,,436.0,India,,454121.0,0
Startup_29762,Edtech,NaN,,91.0,UK,,310508.0,1
Startup_29763,Ecommerce,abc,,,Germany,1.0,,1
Startup_29764,AI,,8.0,281.0,UK,8.0,,0
Startup_29765,AI,1141202,,,Germany,6.0,835939.0,1
Startup_29766,AI,1945094,,,UK,,,1
Startup_29767,CleanTech,,,,Canada,1.0,,0
Startup_29768,Fintech,NaN,5.0,244.0,India,,,0
Startup_29769,Health,1437345,,,India,,605807.0,0
Startup_29770,CleanTech,184100,4.0,134.0,India,,733802.0,1
Startup_29771,CleanTech,abc,,,USA,14.0,450027.0,1
Startup_29772,Health,NaN,,,India,,,1
Startup_29773,CleanTech,,2.0,,Canada,,220071.0,0
Startup_29774,AI,NaN,,85.0,USA,,138761.0,0
Startup_29775,AI,abc,6.0,,,,,0
Startup_29776,Health,1989359,1.0,390.0,,6.0,345022.0,1
Startup_29777,AI,,,,India,11.0,918562.0,0
Startup_29778,AI,,,,Germany,1.0,,0
Startup_29779,Ecommerce,,3.0,491.0,India,,361867.0,1
Startup_29780,Edtech,827756,15.0,364.0,UK,14.0,,1
Startup_29781,CleanTech,,,350.0,USA,5.0,224011.0,0
Startup_29782,Fintech,NaN,10.0,,India,14.0,348774.0,0
Startup_29783,Edtech,169930,15.0,72.0,India,7.0,,1
Startup_29784,Ecommerce,1616222,,,Canada,2.0,,0
Startup_29785,AI,,6.0,269.0,India,7.0,362668.0,0
Startup_29786,CleanTech,abc,,,USA,,359221.0,0
Startup_29787,Ecommerce,NaN,18.0,,India,6.0,412590.0,1
Startup_29788,Ecommerce,abc,,276.0,USA,,41538.0,0
Startup_29789,Ecommerce,1634336,11.0,363.0,,1.0,847111.0,0
Startup_29790,Health,abc,19.0,134.0,India,,477814.0,0
Startup_29791,AI,NaN,,87.0,Canada,,848813.0,1
Startup_29792,Edtech,abc,8.0,,USA,3.0,,1
Startup_29793,Ecommerce,1357023,,,,9.0,156124.0,0
Startup_29794,AI,271760,,,UK,6.0,768659.0,1
Startup_29795,Ecommerce,NaN,11.0,,India,,664807.0,1
Startup_29796,AI,,,359.0,Canada,,,0
Startup_29797,Health,,10.0,,UK,3.0,675794.0,0
Startup_29798,Ecommerce,343002,,,USA,,,1
Startup_29799,Ecommerce,NaN,17.0,188.0,Canada,,,1
Startup_29800,AI,,,,USA,,587580.0,1
Startup_29801,Health,NaN,,,Canada,,,1
Startup_29802,Fintech,,13.0,,,12.0,,0
Startup_29803,AI,1560339,,338.0,UK,5.0,,1
Startup_29804,Fintech,NaN,,22.0,,3.0,,0
Startup_29805,Health,NaN,,,USA,3.0,,1
Startup_29806,Health,NaN,,,USA,,,0
Startup_29807,CleanTech,abc,,,USA,,490522.0,1
Startup_29808,Edtech,abc,,,Canada,,811976.0,1
Startup_29809,Fintech,abc,,296.0,India,,,0
Startup_29810,Health,abc,,182.0,Germany,10.0,81550.0,0
Startup_29811,AI,NaN,15.0,,India,,,1
Startup_29812,Ecommerce,1910341,19.0,150.0,Canada,,,0
Startup_29813,Fintech,NaN,5.0,474.0,UK,10.0,656943.0,1
Startup_29814,CleanTech,NaN,5.0,,Canada,7.0,444759.0,1
Startup_29815,Ecommerce,1091675,,423.0,USA,9.0,590765.0,1
Startup_29816,CleanTech,NaN,16.0,,UK,2.0,56633.0,0
Startup_29817,Edtech,abc,12.0,201.0,India,3.0,865713.0,0
Startup_29818,Fintech,1564122,8.0,229.0,,,,1
Startup_29819,Fintech,,,327.0,India,,,1
Startup_29820,Edtech,NaN,17.0,,UK,,798338.0,0
Startup_29821,AI,1649557,,184.0,UK,,,0
Startup_29822,Ecommerce,abc,,408.0,India,3.0,,0
Startup_29823,CleanTech,NaN,6.0,,Germany,12.0,625034.0,0
Startup_29824,Ecommerce,170312,10.0,366.0,UK,7.0,,0
Startup_29825,Health,abc,5.0,,India,,63703.0,0
Startup_29826,Fintech,,3.0,,India,10.0,,0
Startup_29827,Ecommerce,1560505,,188.0,USA,12.0,392005.0,0
Startup_29828,Ecommerce,NaN,,241.0,USA,14.0,691110.0,1
Startup_29829,Health,,8.0,,UK,,342449.0,0
Startup_29830,AI,,,,UK,13.0,,0
Startup_29831,Health,NaN,14.0,77.0,,,194994.0,0
Startup_29832,Ecommerce,,,234.0,Germany,10.0,,0
Startup_29833,AI,1375658,11.0,142.0,,12.0,,0
Startup_29834,Health,NaN,,368.0,Germany,,440220.0,1
Startup_29835,Edtech,NaN,,,India,1.0,679491.0,1
Startup_29836,Health,,5.0,,Germany,5.0,272111.0,0
Startup_29837,CleanTech,1801170,,55.0,Canada,,,1
Startup_29838,Health,1918042,14.0,,USA,1.0,371139.0,0
Startup_29839,Health,abc,12.0,,USA,2.0,735802.0,1
Startup_29840,Health,abc,5.0,206.0,,3.0,552754.0,1
Startup_29841,Ecommerce,abc,,489.0,UK,3.0,,0
Startup_29842,Ecommerce,NaN,14.0,,Canada,,,1
Startup_29843,AI,,8.0,363.0,Canada,2.0,,0
Startup_29844,CleanTech,abc,9.0,,USA,,,0
Startup_29845,CleanTech,abc,,98.0,India,,,1
Startup_29846,Ecommerce,,18.0,,Germany,,703495.0,1
Startup_29847,Health,,8.0,154.0,,,843573.0,0
Startup_29848,Health,abc,,,,10.0,999900.0,1
Startup_29849,Health,1291296,2.0,441.0,USA,,509037.0,0
Startup_29850,Ecommerce,NaN,,232.0,UK,,935272.0,0
Startup_29851,Ecommerce,abc,,,UK,10.0,,0
Startup_29852,Health,abc,,,Germany,14.0,823163.0,0
Startup_29853,Health,,,222.0,UK,12.0,,1
Startup_29854,AI,abc,,120.0,Canada,,909777.0,1
Startup_29855,CleanTech,NaN,19.0,,Canada,,,1
Startup_29856,Ecommerce,,,138.0,UK,2.0,,1
Startup_29857,Ecommerce,201157,11.0,,USA,,616980.0,1
Startup_29858,CleanTech,,,,UK,,365808.0,0
Startup_29859,AI,NaN,,,India,5.0,,0
Startup_29860,CleanTech,232962,,,Canada,,,0
Startup_29861,CleanTech,869757,,,India,13.0,478078.0,0
Startup_29862,Health,1963938,15.0,,USA,,823797.0,0
Startup_29863,Health,abc,13.0,15.0,,,181416.0,0
Startup_29864,CleanTech,abc,1.0,457.0,,7.0,209387.0,1
Startup_29865,Fintech,,5.0,124.0,USA,,,0
Startup_29866,AI,,,319.0,Germany,,,1
Startup_29867,CleanTech,,,263.0,UK,,194221.0,1
Startup_29868,AI,NaN,,,,11.0,,0
Startup_29869,AI,,,348.0,Germany,,301326.0,1
Startup_29870,CleanTech,,8.0,,,14.0,723467.0,0
Startup_29871,Fintech,abc,,161.0,,,459493.0,1
Startup_29872,CleanTech,abc,18.0,,UK,,,1
Startup_29873,Fintech,abc,8.0,,India,,,1
Startup_29874,Health,NaN,19.0,,Canada,,,1
Startup_29875,Edtech,,4.0,197.0,Germany,,,1
Startup_29876,AI,NaN,3.0,249.0,USA,,913229.0,1
Startup_29877,CleanTech,,,82.0,,,,0
